Basement,Sale_Price,Estimate_Building,Building Square Feet,Fireplaces,Building_Square_Feet,Attic_Type,Basement_Finish,Type_of_Residence,Bathrooms
not_full,455000,353540.0,2376.0,1+,Large,None,Unfinished,one_story,2
not_full,375250,270190.0,2216.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,261550,171580.0,1954.0,1+,Medium-Large,Partial,Unfinished,one_story,2
full,350000,301640.0,2394.0,1+,Large,None,Unfinished,one_story,2
not_full,335000,285440.0,2176.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,350000,277780.0,2545.0,1+,Large,None,Unfinished,one_story,2
full,295000,193300.0,1818.0,1+,Medium-Large,None,Unfinished,one_story,1
full,400000,262890.0,2296.0,0,Large,None,Unfinished,one_story,2
not_full,370000,248330.0,1655.0,0,Medium,None,Formal rec room,one_story,2
full,325000,270520.0,1705.0,1+,Medium,None,Unfinished,one_story,2
not_full,552500,316760.0,2528.0,1+,Large,None,Unfinished,one_story,2
not_full,400000,303110.0,2466.0,0,Large,None,Unfinished,one_story,2
full,335000,140730.0,1646.0,1+,Medium,None,Unfinished,one_story,2
full,255000,236710.0,1790.0,1+,Medium-Large,Full,Unfinished,one_story,2
not_full,375000,253400.0,1417.0,1+,Medium,None,Formal rec room,over_one_story,3+
full,264900,194740.0,1498.0,0,Medium,None,Unfinished,one_story,1
full,244500,169870.0,1098.0,0,Small,None,Unfinished,one_story,1
not_full,279000,186610.0,1100.0,1+,Small,None,Formal rec room,over_one_story,1
full,665101,411420.0,2865.0,1+,Large,None,Unfinished,one_story,2
not_full,385000,307760.0,1964.0,1+,Medium-Large,None,Formal rec room,over_one_story,2
full,414000,292120.0,2700.0,1+,Large,None,Unfinished,one_story,2
full,414000,244080.0,2700.0,1+,Large,None,Unfinished,one_story,2
full,315000,290140.0,2458.0,0,Large,None,Unfinished,one_story,2
full,265000,182120.0,1386.0,1+,Small-Medium,None,Unfinished,one_story,1
full,174000,149620.0,1065.0,0,Small,None,Unfinished,one_story,2
full,382500,356200.0,2148.0,1+,Medium-Large,None,Unfinished,over_one_story,2
not_full,356000,213300.0,1196.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
not_full,250000,113960.0,1655.0,0,Medium,None,Formal rec room,over_one_story,1
not_full,250000,113960.0,1655.0,0,Medium,None,Formal rec room,over_one_story,1
not_full,250000,113960.0,1655.0,0,Medium,None,Formal rec room,over_one_story,1
full,150000,144630.0,1023.0,0,Small,None,Unfinished,one_story,1
full,384790,40400.0,2148.0,0,Medium-Large,None,Unfinished,over_one_story,2
not_full,295000,203560.0,1811.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,281235,183480.0,1084.0,0,Small,None,Formal rec room,over_one_story,1
not_full,290000,271480.0,2242.0,1+,Medium-Large,None,Unfinished,one_story,2
full,344000,276690.0,2323.0,1+,Large,None,Unfinished,one_story,2
not_full,170000,162020.0,1422.0,1+,Medium,None,Unfinished,one_story,2
full,335000,272400.0,2323.0,1+,Large,None,Unfinished,one_story,2
full,185000,138690.0,1350.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,297000,175630.0,950.0,1+,Small,None,Formal rec room,one_story,1
full,290000,170090.0,1278.0,0,Small-Medium,None,Unfinished,one_story,2
not_full,275000,194810.0,1100.0,0,Small,Partial,Formal rec room,over_one_story,2
full,260000,237110.0,1452.0,1+,Medium,None,Unfinished,one_story,2
full,325000,275540.0,2286.0,1+,Large,None,Unfinished,one_story,2
not_full,323000,296810.0,1764.0,1+,Medium,None,Unfinished,one_story,2
full,216100,170400.0,1525.0,1+,Medium,None,Unfinished,one_story,2
full,307500,291330.0,1670.0,1+,Medium,None,Unfinished,one_story,2
full,325000,268270.0,1723.0,1+,Medium,None,Unfinished,one_story,1
not_full,432000,364880.0,2660.0,1+,Large,None,Unfinished,one_story,2
full,161100,176590.0,1767.0,0,Medium,None,Unfinished,one_story,2
full,144900,137730.0,1338.0,0,Small-Medium,None,Unfinished,one_story,1
full,144900,112020.0,1338.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,231000,176410.0,1654.0,1+,Medium,None,Unfinished,one_story,2
not_full,231000,176410.0,1654.0,1+,Medium,None,Unfinished,one_story,2
not_full,231000,176410.0,1654.0,1+,Medium,None,Unfinished,one_story,2
full,392500,366720.0,3056.0,1+,Large,None,Unfinished,one_story,2
not_full,250000,194390.0,1151.0,0,Small,None,Formal rec room,over_one_story,1
full,355000,320960.0,2712.0,1+,Large,Partial,Unfinished,one_story,3+
full,300000,146760.0,1065.0,0,Small,None,Formal rec room,one_story,1
full,232000,147600.0,1884.0,1+,Medium-Large,None,Unfinished,one_story,2
full,248000,123600.0,962.0,1+,Small,Partial,Unfinished,one_story,1
full,248000,178470.0,962.0,1+,Small,Partial,Unfinished,one_story,1
full,248000,117460.0,962.0,1+,Small,Partial,Unfinished,one_story,1
full,248000,148650.0,962.0,1+,Small,Partial,Unfinished,one_story,1
full,248000,117460.0,962.0,1+,Small,Partial,Unfinished,one_story,1
not_full,300000,241450.0,1655.0,1+,Medium,None,Formal rec room,one_story,2
not_full,265000,189590.0,1075.0,0,Small,None,Formal rec room,over_one_story,2
not_full,265000,165770.0,1075.0,0,Small,None,Formal rec room,over_one_story,2
not_full,315500,189170.0,1566.0,1+,Medium,None,Unfinished,one_story,2
not_full,315500,168970.0,1566.0,1+,Medium,None,Unfinished,one_story,2
not_full,329000,231170.0,1266.0,1+,Small-Medium,Partial,Formal rec room,over_one_story,1
full,396000,266080.0,1854.0,1+,Medium-Large,None,Unfinished,one_story,2
full,396000,285700.0,1854.0,1+,Medium-Large,None,Unfinished,one_story,2
full,128000,104480.0,1027.0,1+,Small,None,Unfinished,one_story,1
full,240000,203660.0,1452.0,1+,Medium,None,Unfinished,one_story,2
not_full,343000,160110.0,1186.0,0,Small,None,Formal rec room,one_story,1
full,375000,257950.0,2272.0,1+,Medium-Large,Partial,Unfinished,one_story,2
not_full,349800,236930.0,1279.0,0,Small-Medium,None,Formal rec room,over_one_story,1
full,185000,140020.0,1380.0,0,Small-Medium,None,Unfinished,one_story,1
full,185000,140020.0,1380.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,169000,138930.0,1300.0,0,Small-Medium,None,Formal rec room,one_story,1
full,355000,257540.0,2683.0,1+,Large,Partial,Unfinished,one_story,1
full,271500,202030.0,1165.0,0,Small,None,Formal rec room,one_story,1
not_full,275000,162410.0,1131.0,0,Small,None,Formal rec room,one_story,1
not_full,275000,171230.0,1131.0,0,Small,None,Formal rec room,one_story,1
not_full,275000,162410.0,1131.0,0,Small,None,Formal rec room,one_story,1
not_full,174000,164270.0,1422.0,1+,Medium,None,Unfinished,one_story,1
not_full,410000,316000.0,2493.0,1+,Large,None,Unfinished,one_story,2
full,100000,53720.0,1148.0,0,Small,Full,Formal rec room,one_story,1
full,215000,131040.0,1766.0,0,Medium,None,Unfinished,one_story,2
full,215000,131040.0,1766.0,0,Medium,None,Unfinished,one_story,2
full,215000,127440.0,1766.0,0,Medium,None,Unfinished,one_story,2
not_full,320000,169600.0,1196.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
not_full,285000,230150.0,1298.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
full,213000,174270.0,1767.0,0,Medium,None,Unfinished,one_story,2
not_full,287000,240980.0,1549.0,1+,Medium,None,Formal rec room,over_one_story,1
full,333000,264190.0,2191.0,1+,Medium-Large,None,Unfinished,one_story,2
full,315000,96010.0,1973.0,0,Medium-Large,None,Unfinished,one_story,2
full,245000,33930.0,1308.0,1+,Small-Medium,None,Unfinished,one_story,1
full,142000,128250.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
full,142000,113660.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
full,142000,110980.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,319000,204240.0,1120.0,1+,Small,Partial,Formal rec room,over_one_story,1
not_full,335000,269600.0,1655.0,1+,Medium,None,Formal rec room,over_one_story,2
full,625000,363910.0,3354.0,1+,Large,None,Unfinished,one_story,2
not_full,300000,238420.0,1146.0,0,Small,None,Formal rec room,over_one_story,1
not_full,385000,317920.0,2347.0,1+,Large,None,Unfinished,one_story,2
full,340000,200110.0,1184.0,1+,Small,None,Formal rec room,one_story,2
full,340000,225000.0,1184.0,1+,Small,None,Formal rec room,one_story,2
not_full,245000,260980.0,2299.0,1+,Large,None,Unfinished,one_story,2
full,270000,236260.0,1583.0,1+,Medium,None,Unfinished,one_story,1
not_full,257000,221530.0,1324.0,0,Small-Medium,None,Formal rec room,over_one_story,2
full,218000,148310.0,988.0,0,Small,None,Unfinished,one_story,1
full,171000,116690.0,1187.0,0,Small,None,Unfinished,one_story,2
not_full,318000,163210.0,1144.0,0,Small,Partial,Formal rec room,one_story,1
not_full,318000,184640.0,1144.0,0,Small,Partial,Formal rec room,one_story,1
full,141000,125360.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,258700,164200.0,988.0,1+,Small,None,Formal rec room,one_story,1
full,383500,254020.0,2383.0,0,Large,None,Unfinished,one_story,2
not_full,493000,193210.0,1856.0,1+,Medium-Large,Full,Formal rec room,one_story,1
not_full,309900,207380.0,1132.0,0,Small,None,Unfinished,over_one_story,1
not_full,322000,161460.0,998.0,1+,Small,None,Formal rec room,one_story,2
not_full,322000,189080.0,998.0,1+,Small,None,Formal rec room,one_story,2
full,378000,299070.0,2264.0,1+,Medium-Large,Full,Unfinished,one_story,2
full,285000,189080.0,1325.0,1+,Small-Medium,None,Unfinished,one_story,1
full,182000,160830.0,1363.0,0,Small-Medium,None,Unfinished,one_story,1
full,182000,160830.0,1363.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,179500,149940.0,1201.0,1+,Small-Medium,None,Unfinished,one_story,2
full,215000,237760.0,1117.0,1+,Small,None,Unfinished,one_story,2
full,307500,315350.0,1946.0,1+,Medium-Large,None,Unfinished,one_story,2
full,212000,220860.0,1090.0,1+,Small,None,Unfinished,one_story,1
full,192500,147060.0,1201.0,1+,Small-Medium,None,Unfinished,one_story,2
full,184000,153800.0,1176.0,0,Small,None,Unfinished,one_story,2
not_full,305000,299100.0,2254.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,398000,234360.0,1910.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,398000,293590.0,1910.0,1+,Medium-Large,None,Unfinished,one_story,2
full,425000,312920.0,2305.0,1+,Large,None,Unfinished,one_story,2
full,266000,213320.0,1686.0,1+,Medium,None,Unfinished,one_story,2
full,345000,308910.0,1901.0,0,Medium-Large,None,Formal rec room,one_story,2
full,285000,190780.0,1141.0,0,Small,None,Unfinished,one_story,1
full,280000,193330.0,1624.0,0,Medium,None,Unfinished,one_story,1
full,280000,177560.0,1624.0,0,Medium,None,Unfinished,one_story,1
full,160000,144850.0,1490.0,0,Medium,None,Unfinished,one_story,1
not_full,260000,233260.0,1496.0,0,Medium,Partial,Formal rec room,one_story,2
full,420000,322090.0,2351.0,1+,Large,None,Unfinished,one_story,2
full,170000,115360.0,1176.0,0,Small,None,Unfinished,one_story,1
not_full,215000,200760.0,2453.0,1+,Large,None,Unfinished,one_story,1
full,297000,214400.0,1431.0,1+,Medium,None,Formal rec room,one_story,2
full,315000,202300.0,1615.0,0,Medium,Full,Unfinished,one_story,2
full,155000,115050.0,1560.0,0,Medium,None,Unfinished,one_story,1
full,155000,150620.0,1560.0,0,Medium,None,Unfinished,one_story,1
full,225000,177710.0,1889.0,0,Medium-Large,None,Unfinished,one_story,3+
full,266800,131700.0,1889.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,175000,167270.0,1356.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,325000,82360.0,1126.0,1+,Small,None,Formal rec room,over_one_story,2
not_full,325000,67330.0,1126.0,1+,Small,None,Formal rec room,over_one_story,2
not_full,352000,223220.0,1150.0,1+,Small,None,Formal rec room,over_one_story,1
not_full,352000,223220.0,1150.0,1+,Small,None,Formal rec room,over_one_story,1
full,475000,400230.0,2506.0,1+,Large,None,Unfinished,one_story,2
full,260000,254230.0,2250.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,368900,223320.0,1774.0,1+,Medium,None,Unfinished,one_story,2
full,395000,353950.0,2493.0,1+,Large,None,Unfinished,one_story,2
not_full,408000,225210.0,1844.0,0,Medium-Large,None,Unfinished,one_story,1
not_full,408000,209840.0,1844.0,0,Medium-Large,None,Unfinished,one_story,1
full,330000,196320.0,1958.0,1+,Medium-Large,Full,Unfinished,one_story,2
not_full,245000,177600.0,1120.0,1+,Small,None,Formal rec room,over_one_story,1
full,441300,386950.0,2400.0,0,Large,None,Unfinished,over_one_story,2
full,595000,337810.0,2506.0,1+,Large,None,Unfinished,one_story,2
full,344950,229310.0,1602.0,0,Medium,None,Unfinished,one_story,2
full,344950,229310.0,1602.0,0,Medium,None,Unfinished,one_story,2
full,273000,174050.0,1128.0,1+,Small,None,Unfinished,one_story,1
full,314000,283440.0,1897.0,1+,Medium-Large,None,Unfinished,one_story,2
full,216500,143700.0,1074.0,0,Small,None,Unfinished,one_story,1
full,246000,142500.0,1140.0,0,Small,Full,Unfinished,one_story,1
full,257500,204430.0,1454.0,1+,Medium,None,Unfinished,one_story,2
full,124500,125250.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,242000,193860.0,1075.0,1+,Small,None,Formal rec room,over_one_story,1
not_full,495000,366160.0,2911.0,1+,Large,None,Unfinished,one_story,2
full,180000,130960.0,962.0,0,Small,Partial,Unfinished,one_story,1
full,172500,147740.0,1454.0,0,Medium,None,Unfinished,one_story,1
full,172500,130400.0,1454.0,0,Medium,None,Unfinished,one_story,1
full,227500,147740.0,1454.0,1+,Medium,None,Unfinished,one_story,1
full,227500,130400.0,1454.0,1+,Medium,None,Unfinished,one_story,1
full,263000,202910.0,1326.0,1+,Small-Medium,None,Unfinished,one_story,2
full,263000,199300.0,1326.0,1+,Small-Medium,None,Unfinished,one_story,2
full,263000,197430.0,1326.0,1+,Small-Medium,None,Unfinished,one_story,2
not_full,200000,181770.0,1161.0,0,Small,None,Unfinished,one_story,1
not_full,248000,215810.0,1360.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
not_full,248000,215810.0,1360.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
full,318000,213380.0,1672.0,0,Medium,None,Unfinished,one_story,2
full,475000,310060.0,2800.0,1+,Large,Partial,Unfinished,one_story,2
full,377000,335380.0,2466.0,1+,Large,None,Unfinished,one_story,2
not_full,500000,401730.0,2293.0,1+,Large,None,Unfinished,one_story,2
full,225500,163540.0,1283.0,1+,Small-Medium,None,Unfinished,one_story,1
full,225500,139340.0,1283.0,1+,Small-Medium,None,Unfinished,one_story,1
full,185500,123270.0,1023.0,0,Small,None,Unfinished,one_story,1
not_full,240000,189020.0,1073.0,1+,Small,None,Formal rec room,one_story,1
not_full,407000,266970.0,1904.0,1+,Medium-Large,None,Unfinished,one_story,2
full,395000,270130.0,2299.0,1+,Large,None,Unfinished,one_story,2
not_full,234900,187550.0,1784.0,1+,Medium-Large,None,Unfinished,one_story,1
not_full,234900,151380.0,1784.0,1+,Medium-Large,None,Unfinished,one_story,1
full,285000,168660.0,1763.0,1+,Medium,Partial,Unfinished,over_one_story,2
full,275446,202650.0,1694.0,0,Medium,None,Unfinished,one_story,2
full,230000,199600.0,1470.0,1+,Medium,None,Unfinished,one_story,1
full,374000,329720.0,2148.0,1+,Medium-Large,None,Unfinished,over_one_story,2
not_full,432500,343160.0,3086.0,1+,Large,None,Unfinished,one_story,3+
full,400000,272080.0,2422.0,1+,Large,None,Unfinished,one_story,2
not_full,255000,244200.0,1097.0,1+,Small,Partial,Formal rec room,over_one_story,1
full,182000,132240.0,1065.0,0,Small,None,Unfinished,one_story,2
full,348000,324530.0,2296.0,1+,Large,None,Formal rec room,one_story,2
full,327500,179820.0,1395.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,291500,185250.0,1186.0,1+,Small,None,Formal rec room,over_one_story,2
not_full,318000,214820.0,1128.0,1+,Small,None,Formal rec room,over_one_story,1
not_full,318000,214820.0,1128.0,1+,Small,None,Formal rec room,over_one_story,1
full,306000,217770.0,1630.0,1+,Medium,None,Formal rec room,one_story,2
not_full,132000,141490.0,1320.0,0,Small-Medium,None,Formal rec room,one_story,1
not_full,370000,304970.0,2390.0,0,Large,None,Unfinished,one_story,2
full,418000,270590.0,2114.0,1+,Medium-Large,None,Unfinished,one_story,2
full,418000,252410.0,2114.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,214200,236910.0,1138.0,0,Small,None,Formal rec room,over_one_story,2
full,217000,155060.0,1525.0,1+,Medium,None,Unfinished,one_story,2
full,112500,174070.0,1005.0,0,Small,None,Formal rec room,one_story,1
full,320000,204900.0,1240.0,1+,Small-Medium,None,Unfinished,one_story,1
full,320000,204900.0,1240.0,1+,Small-Medium,None,Unfinished,one_story,1
full,320000,214650.0,1240.0,1+,Small-Medium,None,Unfinished,one_story,1
full,524000,366430.0,3267.0,1+,Large,None,Unfinished,one_story,2
full,242000,183020.0,1140.0,1+,Small,None,Unfinished,one_story,1
full,310000,215970.0,1470.0,0,Medium,None,Formal rec room,one_story,2
full,185000,155920.0,1686.0,0,Medium,None,Unfinished,over_one_story,1
full,276000,217690.0,1870.0,0,Medium-Large,None,Unfinished,one_story,2
full,218000,199470.0,1304.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,367000,305250.0,2290.0,1+,Large,None,Unfinished,one_story,2
not_full,388500,270080.0,2135.0,1+,Medium-Large,None,Formal rec room,one_story,3+
not_full,400000,283950.0,2493.0,1+,Large,None,Unfinished,one_story,2
not_full,334000,187520.0,1635.0,0,Medium,None,Formal rec room,over_one_story,2
full,320000,199620.0,1712.0,1+,Medium,None,Unfinished,one_story,2
full,155000,99510.0,1034.0,1+,Small,None,Unfinished,one_story,1
full,155000,117890.0,1034.0,1+,Small,None,Unfinished,one_story,1
full,255100,170740.0,1239.0,1+,Small-Medium,None,Unfinished,one_story,1
full,211000,171380.0,1140.0,1+,Small,Partial,Unfinished,one_story,1
not_full,260750,173730.0,988.0,0,Small,None,Formal rec room,one_story,1
not_full,298500,208920.0,1983.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,298500,235840.0,1983.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,298500,242010.0,1983.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,257400,155360.0,973.0,1+,Small,None,Formal rec room,one_story,1
full,250000,231870.0,1452.0,1+,Medium,None,Unfinished,one_story,2
full,250000,255390.0,1452.0,1+,Medium,None,Unfinished,one_story,2
not_full,299900,214040.0,1537.0,0,Medium,None,Unfinished,one_story,1
not_full,367000,220760.0,1942.0,1+,Medium-Large,None,Unfinished,one_story,1
not_full,367000,254790.0,1942.0,1+,Medium-Large,None,Unfinished,one_story,1
full,286000,223770.0,1141.0,0,Small,Partial,Unfinished,one_story,1
not_full,457000,326470.0,2859.0,1+,Large,None,Formal rec room,one_story,2
full,323500,199320.0,1172.0,1+,Small,None,Unfinished,one_story,1
full,390150,305310.0,2091.0,1+,Medium-Large,None,Unfinished,one_story,2
full,325000,268160.0,1705.0,1+,Medium,None,Unfinished,one_story,2
not_full,385000,229700.0,1414.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
not_full,385000,240670.0,1414.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
not_full,291500,173750.0,1210.0,1+,Small-Medium,None,Unfinished,one_story,1
full,205379,190770.0,1710.0,1+,Medium,None,Unfinished,one_story,1
not_full,352000,270050.0,1992.0,1+,Medium-Large,None,Unfinished,one_story,2
full,245000,202530.0,1452.0,1+,Medium,None,Unfinished,one_story,2
full,265000,196180.0,1332.0,1+,Small-Medium,Full,Unfinished,one_story,1
full,325000,222240.0,1761.0,0,Medium,None,Unfinished,one_story,2
full,423250,331970.0,2351.0,1+,Large,None,Unfinished,one_story,1
full,343500,203360.0,1911.0,1+,Medium-Large,None,Unfinished,one_story,1
full,425000,266930.0,1970.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,340000,145720.0,1556.0,0,Medium,None,Formal rec room,over_one_story,2
full,245000,142140.0,1884.0,1+,Medium-Large,None,Unfinished,one_story,2
full,285000,227680.0,1790.0,1+,Medium-Large,None,Unfinished,one_story,2
full,365000,273430.0,2078.0,1+,Medium-Large,None,Unfinished,one_story,2
full,365000,273430.0,2078.0,1+,Medium-Large,None,Unfinished,one_story,2
full,275000,207320.0,1336.0,1+,Small-Medium,Partial,Formal rec room,one_story,1
full,190000,145550.0,1023.0,1+,Small,None,Unfinished,one_story,1
full,243000,168340.0,1140.0,1+,Small,None,Unfinished,one_story,1
full,243000,168340.0,1140.0,1+,Small,None,Unfinished,one_story,1
not_full,299000,248720.0,1306.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
not_full,262000,160710.0,984.0,1+,Small,None,Formal rec room,one_story,1
not_full,262000,137560.0,984.0,1+,Small,None,Formal rec room,one_story,1
not_full,185000,143200.0,1422.0,0,Medium,None,Unfinished,one_story,1
not_full,239000,175280.0,1654.0,1+,Medium,None,Unfinished,one_story,2
not_full,405000,242540.0,2109.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,405000,346850.0,2109.0,1+,Medium-Large,None,Formal rec room,one_story,2
full,275000,176720.0,1386.0,1+,Small-Medium,Partial,Unfinished,one_story,1
full,275000,158210.0,1386.0,1+,Small-Medium,Partial,Unfinished,one_story,1
full,343500,377890.0,2016.0,0,Medium-Large,None,Unfinished,over_one_story,1
not_full,233000,176060.0,1654.0,1+,Medium,None,Unfinished,one_story,2
not_full,175000,139810.0,1300.0,0,Small-Medium,None,Formal rec room,one_story,1
full,320000,209440.0,1870.0,1+,Medium-Large,None,Unfinished,one_story,2
full,320000,187190.0,1870.0,1+,Medium-Large,None,Unfinished,one_story,2
full,257500,180540.0,1300.0,1+,Small-Medium,None,Unfinished,one_story,1
full,257500,150880.0,1300.0,1+,Small-Medium,None,Unfinished,one_story,1
full,280000,193230.0,1889.0,1+,Medium-Large,None,Unfinished,one_story,1
not_full,420000,276240.0,2302.0,1+,Large,None,Unfinished,one_story,2
not_full,221000,146750.0,1422.0,1+,Medium,None,Unfinished,one_story,1
not_full,315000,245430.0,1549.0,1+,Medium,None,Formal rec room,over_one_story,1
full,277500,214310.0,1380.0,1+,Small-Medium,None,Unfinished,one_story,1
full,245000,177380.0,1140.0,0,Small,None,Unfinished,one_story,1
full,181500,197980.0,1320.0,0,Small-Medium,None,Unfinished,one_story,1
full,315000,202210.0,1233.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
full,260000,134620.0,1889.0,0,Medium-Large,None,Unfinished,one_story,3+
full,260000,161440.0,1889.0,0,Medium-Large,None,Unfinished,one_story,3+
full,345000,236440.0,1840.0,1+,Medium-Large,None,Unfinished,one_story,2
full,333500,257790.0,1596.0,1+,Medium,None,Unfinished,one_story,2
not_full,352500,254170.0,2373.0,0,Large,None,Unfinished,one_story,2
not_full,352500,284690.0,2373.0,0,Large,None,Unfinished,one_story,2
not_full,275000,196360.0,1075.0,0,Small,None,Formal rec room,over_one_story,1
full,345000,339500.0,2544.0,1+,Large,None,Unfinished,one_story,2
full,329900,281000.0,1963.0,1+,Medium-Large,None,Unfinished,one_story,2
full,190000,147750.0,971.0,1+,Small,None,Unfinished,one_story,1
full,580000,267360.0,3164.0,1+,Large,Partial,Unfinished,one_story,2
full,145000,117890.0,1034.0,0,Small,None,Unfinished,one_story,1
not_full,285000,203830.0,1100.0,1+,Small,None,Formal rec room,over_one_story,2
not_full,163000,131320.0,1202.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,163000,140390.0,1202.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,156000,140930.0,1300.0,0,Small-Medium,None,Formal rec room,one_story,1
full,362000,30890.0,1479.0,1+,Medium,None,Unfinished,one_story,1
full,362000,30890.0,1479.0,1+,Medium,None,Unfinished,one_story,1
full,355000,285510.0,1913.0,1+,Medium-Large,None,Unfinished,one_story,2
full,227000,177860.0,1127.0,1+,Small,None,Formal rec room,one_story,1
not_full,300000,205690.0,1308.0,1+,Small-Medium,Partial,Formal rec room,over_one_story,1
full,311000,221210.0,1790.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,410000,201000.0,2002.0,1+,Medium-Large,None,Unfinished,one_story,2
full,199000,195920.0,1616.0,1+,Medium,None,Unfinished,one_story,1
full,199000,195920.0,1616.0,1+,Medium,None,Unfinished,one_story,1
full,345000,195920.0,1616.0,1+,Medium,None,Unfinished,one_story,1
full,345000,195920.0,1616.0,1+,Medium,None,Unfinished,one_story,1
not_full,220000,146400.0,1070.0,1+,Small,None,Unfinished,one_story,2
not_full,313450,213790.0,2083.0,0,Medium-Large,None,Formal rec room,one_story,2
full,297000,219270.0,1470.0,1+,Medium,Partial,Unfinished,one_story,2
full,250000,226140.0,1141.0,1+,Small,Partial,Unfinished,one_story,1
full,408000,283980.0,2427.0,1+,Large,None,Unfinished,one_story,2
full,348000,215180.0,1847.0,1+,Medium-Large,None,Unfinished,one_story,2
full,348000,220690.0,1847.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,335000,223520.0,1549.0,1+,Medium,None,Formal rec room,over_one_story,2
not_full,335000,223520.0,1549.0,1+,Medium,None,Formal rec room,over_one_story,2
full,335000,264420.0,1654.0,1+,Medium,None,Formal rec room,one_story,2
full,205000,173460.0,1767.0,0,Medium,None,Unfinished,one_story,2
not_full,269000,184580.0,1075.0,0,Small,None,Formal rec room,over_one_story,2
full,380000,323310.0,2792.0,1+,Large,None,Unfinished,one_story,2
full,420000,361680.0,2400.0,0,Large,None,Unfinished,over_one_story,2
not_full,280000,188730.0,1103.0,1+,Small,None,Formal rec room,over_one_story,1
not_full,218000,169300.0,1654.0,1+,Medium,None,Unfinished,one_story,1
not_full,270000,76990.0,1224.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
full,555000,388200.0,2506.0,1+,Large,None,Unfinished,one_story,2
full,287000,195050.0,1386.0,1+,Small-Medium,None,Unfinished,one_story,1
full,287000,168690.0,1386.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,261000,204640.0,1186.0,1+,Small,None,Formal rec room,one_story,2
not_full,261000,204640.0,1186.0,1+,Small,None,Formal rec room,one_story,2
full,230000,144140.0,1092.0,0,Small,None,Unfinished,one_story,1
not_full,330000,266310.0,1325.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
full,280000,215080.0,1784.0,0,Medium-Large,None,Unfinished,one_story,2
full,245000,180060.0,1512.0,0,Medium,None,Unfinished,one_story,1
full,232000,202250.0,1454.0,1+,Medium,None,Unfinished,one_story,2
full,302500,242640.0,1872.0,1+,Medium-Large,None,Formal rec room,one_story,2
full,302500,260100.0,1872.0,1+,Medium-Large,None,Formal rec room,one_story,2
full,305000,235350.0,1730.0,1+,Medium,None,Unfinished,one_story,2
full,305000,235350.0,1730.0,1+,Medium,None,Unfinished,one_story,2
full,353000,235350.0,1730.0,1+,Medium,None,Unfinished,one_story,2
full,353000,235350.0,1730.0,1+,Medium,None,Unfinished,one_story,2
not_full,325000,203640.0,1151.0,1+,Small,None,Formal rec room,over_one_story,2
not_full,325000,224460.0,1151.0,1+,Small,None,Formal rec room,over_one_story,2
not_full,340000,175650.0,1186.0,1+,Small,Full,Formal rec room,one_story,2
not_full,325000,233100.0,1364.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
full,187000,128910.0,1023.0,0,Small,None,Unfinished,one_story,1
not_full,220500,171880.0,1349.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,269000,209340.0,1098.0,0,Small,Partial,Formal rec room,over_one_story,1
