Basement,Sale_Price,Estimate_Building,Building Square Feet,Fireplaces,Building_Square_Feet,Attic_Type,Basement_Finish,Type_of_Residence,Bathrooms
not_full,325000,212270.0,1103.0,1+,Small,None,Formal rec room,one_story,2
full,685511,398970.0,3202.0,1+,Large,None,Unfinished,one_story,2
not_full,176500,112490.0,1320.0,1+,Small-Medium,Partial,Formal rec room,one_story,1
not_full,176500,136500.0,1320.0,1+,Small-Medium,Partial,Formal rec room,one_story,1
not_full,398800,153140.0,2387.0,1+,Large,None,Unfinished,one_story,2
not_full,280000,239320.0,1143.0,1+,Small,None,Formal rec room,over_one_story,1
full,314000,312970.0,2004.0,1+,Medium-Large,None,Formal rec room,one_story,2
full,225000,140360.0,962.0,1+,Small,None,Unfinished,one_story,1
full,269900,183260.0,976.0,1+,Small,None,Formal rec room,one_story,1
not_full,305000,233280.0,1847.0,1+,Medium-Large,None,Unfinished,one_story,2
full,235500,172350.0,1142.0,1+,Small,None,Unfinished,one_story,2
full,235500,142470.0,1142.0,1+,Small,None,Unfinished,one_story,2
full,315000,178710.0,1464.0,0,Medium,None,Unfinished,one_story,1
full,191000,147750.0,971.0,0,Small,None,Unfinished,one_story,1
full,191000,152320.0,971.0,0,Small,None,Unfinished,one_story,1
full,310000,238890.0,1776.0,1+,Medium,None,Unfinished,one_story,2
full,288000,229320.0,1712.0,1+,Medium,None,Unfinished,one_story,2
full,235000,156750.0,1140.0,0,Small,None,Formal rec room,one_story,1
full,415000,250290.0,2154.0,1+,Medium-Large,None,Unfinished,one_story,2
full,152000,128380.0,1257.0,0,Small-Medium,None,Unfinished,one_story,1
full,152000,111040.0,1257.0,0,Small-Medium,None,Unfinished,one_story,1
full,197500,158780.0,1196.0,1+,Small-Medium,None,Unfinished,one_story,1
full,225000,315130.0,2532.0,1+,Large,None,Unfinished,one_story,2
full,167500,111790.0,1380.0,1+,Small-Medium,Partial,Unfinished,one_story,1
full,167500,139390.0,1380.0,1+,Small-Medium,Partial,Unfinished,one_story,1
not_full,305000,237290.0,1161.0,0,Small,Full,Formal rec room,over_one_story,1
not_full,352000,218940.0,1994.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,90000,138930.0,1300.0,1+,Small-Medium,None,Formal rec room,one_story,1
not_full,90000,138930.0,1300.0,1+,Small-Medium,None,Formal rec room,one_story,1
full,525000,392740.0,2506.0,1+,Large,None,Unfinished,one_story,2
full,272000,224170.0,1546.0,1+,Medium,None,Unfinished,one_story,2
not_full,370000,300570.0,2303.0,1+,Large,None,Unfinished,one_story,1
not_full,224000,172330.0,1784.0,1+,Medium-Large,None,Unfinished,one_story,1
full,165500,135710.0,1686.0,0,Medium,None,Unfinished,over_one_story,1
full,139416,148180.0,1380.0,0,Small-Medium,None,Unfinished,one_story,1
full,317500,229370.0,1934.0,1+,Medium-Large,None,Unfinished,one_story,1
full,206000,156640.0,1210.0,1+,Small-Medium,None,Unfinished,one_story,1
full,206000,156640.0,1210.0,1+,Small-Medium,None,Unfinished,one_story,1
full,387000,301180.0,2300.0,1+,Large,Full,Unfinished,one_story,2
full,387000,301180.0,2300.0,1+,Large,Full,Unfinished,one_story,2
full,455000,292580.0,2422.0,1+,Large,None,Unfinished,one_story,2
not_full,378000,202000.0,1844.0,0,Medium-Large,None,Unfinished,one_story,1
not_full,378000,229650.0,1844.0,0,Medium-Large,None,Unfinished,one_story,1
not_full,378000,202000.0,1844.0,0,Medium-Large,None,Unfinished,one_story,1
full,245000,154900.0,1208.0,1+,Small-Medium,None,Unfinished,one_story,1
full,200000,126110.0,1708.0,0,Medium,None,Unfinished,one_story,2
full,289000,141260.0,1546.0,1+,Medium,None,Unfinished,one_story,2
not_full,255500,202910.0,1936.0,1+,Medium-Large,None,Unfinished,one_story,2
full,197000,173050.0,1114.0,1+,Small,None,Unfinished,one_story,2
full,291000,192130.0,1610.0,0,Medium,None,Unfinished,one_story,2
full,167500,149170.0,1083.0,1+,Small,None,Unfinished,one_story,1
full,156000,117010.0,1034.0,0,Small,None,Unfinished,one_story,1
full,251000,173080.0,1239.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,250000,148490.0,976.0,0,Small,Partial,Formal rec room,one_story,1
not_full,250000,166830.0,976.0,0,Small,Partial,Formal rec room,one_story,1
full,270000,192270.0,1646.0,1+,Medium,None,Unfinished,one_story,2
not_full,191000,25930.0,1307.0,0,Small-Medium,Partial,Unfinished,one_story,1
not_full,454000,110430.0,1461.0,1+,Medium,None,Formal rec room,one_story,2
not_full,454000,110430.0,1461.0,1+,Medium,None,Formal rec room,one_story,2
not_full,450000,305220.0,2338.0,1+,Large,Full,Unfinished,one_story,2
full,318000,212520.0,1686.0,1+,Medium,None,Unfinished,one_story,2
full,245000,202860.0,1128.0,0,Small,None,Unfinished,one_story,1
full,193000,203540.0,1454.0,1+,Medium,None,Unfinished,one_story,2
full,305000,166510.0,1186.0,1+,Small,None,Unfinished,one_story,2
full,305000,166510.0,1186.0,1+,Small,None,Unfinished,one_story,2
full,337500,274900.0,2798.0,1+,Large,None,Unfinished,one_story,2
full,215001,91900.0,1578.0,1+,Medium,None,Unfinished,one_story,1
not_full,354000,311980.0,2225.0,1+,Medium-Large,None,Unfinished,one_story,2
full,316000,195400.0,1523.0,0,Medium,Full,Unfinished,one_story,2
not_full,355000,258480.0,2400.0,1+,Large,None,Unfinished,one_story,2
full,369000,354010.0,2494.0,1+,Large,None,Unfinished,one_story,2
full,369000,322020.0,2494.0,1+,Large,None,Unfinished,one_story,2
full,190000,124520.0,1023.0,0,Small,None,Unfinished,one_story,1
not_full,340000,241870.0,1287.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
not_full,412000,309350.0,2819.0,1+,Large,None,Unfinished,one_story,2
not_full,412000,277560.0,2819.0,1+,Large,None,Unfinished,one_story,2
not_full,355000,244980.0,1275.0,0,Small-Medium,None,Formal rec room,over_one_story,1
not_full,227000,211140.0,1627.0,1+,Medium,None,Formal rec room,one_story,2
not_full,227000,211140.0,1627.0,1+,Medium,None,Formal rec room,one_story,2
not_full,226000,257160.0,1852.0,1+,Medium-Large,None,Formal rec room,over_one_story,2
not_full,315000,185150.0,1332.0,0,Small-Medium,None,Formal rec room,over_one_story,2
full,219900,178210.0,1090.0,1+,Small,None,Unfinished,one_story,1
full,374000,246630.0,2271.0,1+,Medium-Large,None,Unfinished,one_story,2
full,160000,128360.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
full,300000,315090.0,2848.0,0,Large,Partial,Unfinished,one_story,2
not_full,309900,169400.0,1100.0,0,Small,None,Formal rec room,over_one_story,1
not_full,149000,117030.0,1300.0,0,Small-Medium,None,Formal rec room,one_story,1
not_full,149000,117030.0,1300.0,0,Small-Medium,None,Formal rec room,one_story,1
not_full,179900,117030.0,1300.0,1+,Small-Medium,None,Formal rec room,one_story,1
not_full,179900,117030.0,1300.0,1+,Small-Medium,None,Formal rec room,one_story,1
full,302000,221920.0,1686.0,0,Medium,None,Unfinished,one_story,2
not_full,355000,197840.0,1546.0,1+,Medium,Partial,Formal rec room,one_story,1
not_full,349900,206830.0,1268.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
full,332000,183210.0,1664.0,1+,Medium,None,Unfinished,one_story,2
full,325000,241130.0,1674.0,1+,Medium,None,Unfinished,one_story,2
not_full,360000,300110.0,2108.0,1+,Medium-Large,None,Unfinished,one_story,2
full,175000,154550.0,1176.0,0,Small,None,Unfinished,one_story,2
not_full,240000,153880.0,1395.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,240000,191690.0,1395.0,1+,Small-Medium,None,Unfinished,one_story,1
full,177000,143280.0,1338.0,0,Small-Medium,None,Unfinished,one_story,1
full,312000,235320.0,1712.0,1+,Medium,None,Unfinished,one_story,2
full,312000,233410.0,1712.0,1+,Medium,None,Unfinished,one_story,2
full,280000,224810.0,1784.0,1+,Medium-Large,None,Unfinished,one_story,2
full,280000,200300.0,1784.0,1+,Medium-Large,None,Unfinished,one_story,2
full,226000,195580.0,1292.0,1+,Small-Medium,None,Unfinished,one_story,2
full,226000,196020.0,1292.0,1+,Small-Medium,None,Unfinished,one_story,2
full,257000,181210.0,1226.0,1+,Small-Medium,None,Unfinished,one_story,1
full,257000,181210.0,1226.0,1+,Small-Medium,None,Unfinished,one_story,1
full,180000,125360.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
full,238000,222540.0,1090.0,1+,Small,None,Unfinished,one_story,1
not_full,378000,185200.0,1279.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
not_full,378000,185460.0,1279.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
full,267000,182970.0,2295.0,0,Large,None,Unfinished,one_story,1
full,267000,227410.0,2295.0,0,Large,None,Unfinished,one_story,1
not_full,469000,275030.0,2082.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,205000,187450.0,1186.0,0,Small,None,Formal rec room,one_story,2
not_full,407000,314890.0,2493.0,1+,Large,None,Unfinished,one_story,2
not_full,290100,205950.0,1127.0,0,Small,Partial,Formal rec room,over_one_story,1
full,421500,296070.0,2169.0,1+,Medium-Large,None,Unfinished,one_story,2
full,190000,191200.0,1386.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,327000,203760.0,1186.0,0,Small,Partial,Formal rec room,over_one_story,2
full,310000,267320.0,2448.0,1+,Large,None,Unfinished,one_story,2
not_full,475000,303040.0,2500.0,1+,Large,None,Unfinished,one_story,2
full,195000,140130.0,1176.0,0,Small,None,Unfinished,one_story,2
full,195000,154550.0,1176.0,0,Small,None,Unfinished,one_story,2
full,155000,125360.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
full,271000,215620.0,1952.0,0,Medium-Large,None,Unfinished,one_story,1
not_full,345000,204050.0,1540.0,1+,Medium,None,Formal rec room,over_one_story,1
not_full,357500,288540.0,2016.0,0,Medium-Large,None,Unfinished,one_story,2
full,344000,171890.0,1251.0,0,Small-Medium,None,Formal rec room,one_story,1
full,214000,181410.0,1293.0,1+,Small-Medium,None,Unfinished,one_story,1
full,312500,217080.0,1372.0,1+,Small-Medium,None,Unfinished,one_story,2
full,355000,292420.0,1891.0,1+,Medium-Large,Partial,Unfinished,over_one_story,2
full,265000,197000.0,1165.0,1+,Small,Full,Unfinished,one_story,2
not_full,227500,158400.0,1200.0,0,Small-Medium,None,Formal rec room,one_story,1
not_full,341000,257660.0,2336.0,1+,Large,None,Unfinished,one_story,2
full,375000,323540.0,2439.0,1+,Large,None,Unfinished,one_story,2
not_full,297000,274990.0,2112.0,0,Medium-Large,None,Formal rec room,one_story,2
not_full,297000,216270.0,2112.0,0,Medium-Large,None,Formal rec room,one_story,2
full,262000,194420.0,1386.0,1+,Small-Medium,None,Unfinished,one_story,1
full,361500,337300.0,2456.0,1+,Large,None,Unfinished,one_story,2
full,220000,177940.0,1090.0,0,Small,None,Unfinished,one_story,1
full,255500,177700.0,1142.0,1+,Small,None,Unfinished,one_story,2
full,255500,168210.0,1142.0,1+,Small,None,Unfinished,one_story,2
not_full,275000,196360.0,1192.0,0,Small-Medium,None,Formal rec room,one_story,2
not_full,275000,196360.0,1192.0,0,Small-Medium,None,Formal rec room,one_story,2
full,525000,299380.0,2458.0,1+,Large,None,Unfinished,one_story,2
full,303000,234240.0,2012.0,1+,Medium-Large,None,Unfinished,one_story,2
full,303000,195210.0,2012.0,1+,Medium-Large,None,Unfinished,one_story,2
full,303000,195210.0,2012.0,1+,Medium-Large,None,Unfinished,one_story,2
full,367000,175010.0,1243.0,0,Small-Medium,None,Formal rec room,one_story,1
full,367000,175010.0,1243.0,0,Small-Medium,None,Formal rec room,one_story,1
not_full,330000,274090.0,1626.0,1+,Medium,None,Unfinished,one_story,2
full,280000,213430.0,1405.0,1+,Small-Medium,None,Unfinished,one_story,1
full,280000,213430.0,1405.0,1+,Small-Medium,None,Unfinished,one_story,1
full,332000,333440.0,2248.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,321000,222090.0,1158.0,1+,Small,None,Formal rec room,over_one_story,1
full,153500,117010.0,1034.0,0,Small,None,Unfinished,one_story,1
full,330000,288400.0,1705.0,1+,Medium,None,Unfinished,one_story,2
full,330000,245100.0,1705.0,1+,Medium,None,Unfinished,one_story,2
full,310000,248660.0,2012.0,1+,Medium-Large,None,Unfinished,one_story,2
full,310000,248660.0,2012.0,1+,Medium-Large,None,Unfinished,one_story,2
full,314500,248660.0,2012.0,1+,Medium-Large,None,Unfinished,one_story,2
full,314500,248660.0,2012.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,305000,206790.0,1271.0,0,Small-Medium,None,Formal rec room,over_one_story,1
full,250000,135530.0,1889.0,1+,Medium-Large,None,Unfinished,one_story,3+
not_full,227500,185130.0,1268.0,0,Small-Medium,None,Formal rec room,over_one_story,1
not_full,183000,117530.0,1300.0,1+,Small-Medium,None,Formal rec room,one_story,1
full,175000,118080.0,1280.0,1+,Small-Medium,None,Unfinished,one_story,1
full,175000,92120.0,1280.0,1+,Small-Medium,None,Unfinished,one_story,1
full,417000,344300.0,2503.0,1+,Large,None,Unfinished,one_story,2
not_full,275000,138880.0,1144.0,0,Small,Full,Formal rec room,one_story,1
full,237000,155030.0,1309.0,1+,Small-Medium,None,Unfinished,one_story,1
full,180000,192390.0,984.0,1+,Small,None,Formal rec room,one_story,1
full,180000,192390.0,984.0,1+,Small,None,Formal rec room,one_story,1
not_full,370000,324440.0,2493.0,1+,Large,None,Unfinished,one_story,2
full,272000,185790.0,1305.0,0,Small-Medium,Partial,Unfinished,one_story,1
full,375000,247870.0,2325.0,1+,Large,None,Unfinished,one_story,2
not_full,382500,270440.0,2140.0,1+,Medium-Large,None,Unfinished,one_story,2
full,245000,165660.0,1140.0,0,Small,None,Unfinished,one_story,1
not_full,385000,318910.0,2282.0,1+,Large,None,Formal rec room,one_story,3+
full,452500,221640.0,2648.0,1+,Large,None,Unfinished,one_story,2
not_full,185000,140930.0,1320.0,0,Small-Medium,None,Formal rec room,one_story,2
not_full,185000,110580.0,1320.0,0,Small-Medium,None,Formal rec room,one_story,2
not_full,185000,110580.0,1320.0,0,Small-Medium,None,Formal rec room,one_story,2
full,350000,321910.0,2712.0,1+,Large,Partial,Unfinished,one_story,3+
full,280000,196930.0,1644.0,1+,Medium,None,Unfinished,one_story,1
not_full,275000,204920.0,1187.0,0,Small,None,Formal rec room,over_one_story,1
full,308100,364730.0,2547.0,1+,Large,None,Unfinished,one_story,2
not_full,166000,105600.0,1320.0,1+,Small-Medium,None,Formal rec room,one_story,1
not_full,166000,105600.0,1320.0,1+,Small-Medium,None,Formal rec room,one_story,1
full,318000,193620.0,1527.0,1+,Medium,None,Unfinished,one_story,2
full,530600,269170.0,2485.0,1+,Large,Full,Unfinished,over_one_story,3+
full,530600,269170.0,2485.0,1+,Large,Full,Unfinished,over_one_story,3+
full,320000,221350.0,2167.0,1+,Medium-Large,None,Formal rec room,one_story,2
full,312000,232500.0,1152.0,1+,Small,None,Unfinished,one_story,1
full,312000,182360.0,1152.0,1+,Small,None,Unfinished,one_story,1
not_full,380000,243920.0,1414.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
full,407500,279190.0,1875.0,1+,Medium-Large,None,Unfinished,one_story,1
full,407500,279190.0,1875.0,1+,Medium-Large,None,Unfinished,one_story,1
full,433000,279190.0,1875.0,1+,Medium-Large,None,Unfinished,one_story,1
full,433000,279190.0,1875.0,1+,Medium-Large,None,Unfinished,one_story,1
full,328000,171850.0,1120.0,0,Small,None,Unfinished,one_story,1
full,213000,175380.0,1767.0,0,Medium,None,Unfinished,one_story,2
full,346500,259190.0,2335.0,1+,Large,None,Unfinished,one_story,2
full,318000,211090.0,1259.0,1+,Small-Medium,None,Formal rec room,one_story,2
not_full,270000,215390.0,1588.0,1+,Medium,None,Unfinished,one_story,1
not_full,330000,243890.0,1163.0,1+,Small,None,Formal rec room,over_one_story,2
not_full,330000,222860.0,1163.0,1+,Small,None,Formal rec room,over_one_story,2
full,170000,149620.0,1065.0,0,Small,None,Unfinished,one_story,2
full,165000,112000.0,1378.0,0,Small-Medium,None,Unfinished,one_story,1
full,165000,139300.0,1378.0,0,Small-Medium,None,Unfinished,one_story,1
full,165000,112000.0,1378.0,0,Small-Medium,None,Unfinished,one_story,1
full,330000,308040.0,1730.0,1+,Medium,None,Unfinished,one_story,2
full,217500,176220.0,1767.0,0,Medium,None,Unfinished,one_story,2
full,315000,228210.0,1380.0,0,Small-Medium,None,Formal rec room,over_one_story,1
full,315000,192490.0,1380.0,0,Small-Medium,None,Formal rec room,over_one_story,1
full,185000,229490.0,1850.0,1+,Medium-Large,None,Unfinished,one_story,2
full,185000,229490.0,1850.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,267000,181890.0,1302.0,1+,Small-Medium,None,Formal rec room,one_story,2
not_full,375000,273550.0,1942.0,1+,Medium-Large,None,Formal rec room,one_story,1
not_full,375000,220420.0,1942.0,1+,Medium-Large,None,Formal rec room,one_story,1
not_full,375000,220420.0,1942.0,1+,Medium-Large,None,Formal rec room,one_story,1
full,367500,127390.0,1546.0,1+,Medium,None,Unfinished,one_story,2
full,250000,142990.0,1227.0,1+,Small-Medium,Partial,Unfinished,one_story,1
full,250000,147820.0,1227.0,1+,Small-Medium,Partial,Unfinished,one_story,1
full,350000,317210.0,1920.0,1+,Medium-Large,None,Unfinished,one_story,2
full,349900,270520.0,1705.0,1+,Medium,None,Unfinished,one_story,2
full,451000,340030.0,3134.0,1+,Large,None,Unfinished,one_story,3+
full,353000,251040.0,2300.0,1+,Large,None,Unfinished,one_story,1
full,232000,198470.0,1212.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,345000,276120.0,2080.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,345000,248770.0,2080.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,245000,213000.0,1733.0,1+,Medium,None,Formal rec room,over_one_story,1
not_full,249900,232510.0,1412.0,0,Small-Medium,Partial,Formal rec room,over_one_story,2
full,364000,364800.0,2494.0,1+,Large,None,Unfinished,one_story,2
full,364000,280890.0,2494.0,1+,Large,None,Unfinished,one_story,2
full,316000,208150.0,1646.0,1+,Medium,None,Unfinished,one_story,2
full,381000,238740.0,1871.0,1+,Medium-Large,None,Unfinished,one_story,1
full,230000,141600.0,1111.0,1+,Small,None,Unfinished,one_story,1
not_full,290000,273170.0,2064.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,290000,266140.0,2064.0,0,Medium-Large,None,Unfinished,one_story,2
full,309900,221320.0,2346.0,1+,Large,None,Unfinished,one_story,2
full,309900,212480.0,2346.0,1+,Large,None,Unfinished,one_story,2
full,302500,274830.0,2271.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,460000,305090.0,2401.0,1+,Large,None,Formal rec room,one_story,2
not_full,331000,168990.0,1154.0,1+,Small,None,Formal rec room,one_story,1
not_full,307500,170750.0,1075.0,0,Small,Partial,Formal rec room,over_one_story,1
not_full,307500,191360.0,1075.0,0,Small,Partial,Formal rec room,over_one_story,1
not_full,307500,191360.0,1075.0,0,Small,Partial,Formal rec room,over_one_story,1
not_full,322500,255960.0,1139.0,1+,Small,None,Formal rec room,over_one_story,1
not_full,322500,227460.0,1139.0,1+,Small,None,Formal rec room,over_one_story,1
full,326000,220680.0,2078.0,1+,Medium-Large,None,Unfinished,one_story,2
full,285000,192060.0,987.0,0,Small,None,Formal rec room,one_story,1
not_full,290000,192250.0,1186.0,1+,Small,None,Formal rec room,one_story,2
full,197000,150510.0,1525.0,1+,Medium,None,Unfinished,one_story,2
full,351000,244920.0,2600.0,1+,Large,None,Unfinished,one_story,2
full,315500,238860.0,1907.0,1+,Medium-Large,None,Unfinished,one_story,2
full,315500,214740.0,1907.0,1+,Medium-Large,None,Unfinished,one_story,2
full,258000,202850.0,1488.0,0,Medium,None,Unfinished,one_story,2
not_full,263000,205500.0,1269.0,0,Small-Medium,None,Formal rec room,over_one_story,1
full,399000,254620.0,2466.0,1+,Large,None,Unfinished,one_story,2
not_full,397500,234630.0,1499.0,1+,Medium,None,Formal rec room,over_one_story,2
full,260000,262140.0,1764.0,1+,Medium,None,Unfinished,one_story,2
full,270000,174730.0,1196.0,0,Small-Medium,None,Unfinished,one_story,1
full,270000,174730.0,1196.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,329900,211130.0,1470.0,1+,Medium,None,Formal rec room,over_one_story,2
not_full,329900,238050.0,1470.0,1+,Medium,None,Formal rec room,over_one_story,2
not_full,405000,350100.0,2343.0,1+,Large,None,Unfinished,one_story,2
full,285000,233840.0,1149.0,1+,Small,None,Unfinished,one_story,1
full,268000,202110.0,1622.0,1+,Medium,None,Unfinished,one_story,2
full,268000,192860.0,1622.0,1+,Medium,None,Unfinished,one_story,2
full,320000,202110.0,1622.0,1+,Medium,None,Unfinished,one_story,2
full,320000,192860.0,1622.0,1+,Medium,None,Unfinished,one_story,2
full,372000,344780.0,2016.0,1+,Medium-Large,None,Unfinished,over_one_story,1
full,230000,118230.0,1525.0,1+,Medium,None,Unfinished,one_story,2
not_full,416000,341970.0,1940.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,416000,288290.0,1940.0,1+,Medium-Large,None,Unfinished,one_story,2
full,365000,291140.0,2592.0,1+,Large,None,Unfinished,one_story,2
full,355500,299940.0,2154.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,190000,111380.0,1300.0,0,Small-Medium,None,Formal rec room,one_story,1
not_full,190000,135430.0,1300.0,0,Small-Medium,None,Formal rec room,one_story,1
full,235000,189710.0,1151.0,1+,Small,None,Unfinished,one_story,1
full,385000,186850.0,1521.0,1+,Medium,Partial,Formal rec room,one_story,2
full,385000,175740.0,1521.0,1+,Medium,Partial,Formal rec room,one_story,2
full,417000,359700.0,2400.0,1+,Large,None,Unfinished,over_one_story,2
not_full,226000,193480.0,1188.0,0,Small,None,Formal rec room,one_story,2
not_full,226000,193480.0,1188.0,0,Small,None,Formal rec room,one_story,2
full,230000,212010.0,1090.0,1+,Small,None,Unfinished,one_story,1
not_full,320000,194440.0,1186.0,0,Small,Full,Unfinished,one_story,1
not_full,315000,236570.0,1266.0,0,Small-Medium,None,Formal rec room,over_one_story,1
not_full,320000,217290.0,1267.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
full,162000,148470.0,1078.0,0,Small,None,Unfinished,one_story,1
not_full,259000,207170.0,1372.0,0,Small-Medium,None,Formal rec room,over_one_story,1
not_full,359000,256100.0,1266.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
full,192000,128650.0,1023.0,1+,Small,None,Unfinished,one_story,1
full,305000,135810.0,1646.0,1+,Medium,None,Unfinished,one_story,2
full,313000,212360.0,1646.0,1+,Medium,None,Unfinished,one_story,2
not_full,330000,269870.0,1603.0,1+,Medium,None,Formal rec room,over_one_story,2
not_full,329000,248740.0,1150.0,1+,Small,None,Formal rec room,over_one_story,2
full,315000,256030.0,2392.0,1+,Large,None,Unfinished,one_story,2
full,205000,175860.0,1090.0,0,Small,None,Unfinished,one_story,1
full,390000,242320.0,2299.0,1+,Large,None,Unfinished,one_story,2
full,390000,249900.0,2299.0,1+,Large,None,Unfinished,one_story,2
not_full,452000,212920.0,1603.0,1+,Medium,None,Unfinished,one_story,2
full,300000,270290.0,1536.0,1+,Medium,None,Formal rec room,one_story,2
full,342000,214310.0,1237.0,1+,Small-Medium,None,Unfinished,one_story,2
full,342000,214310.0,1237.0,1+,Small-Medium,None,Unfinished,one_story,2
full,342000,214310.0,1237.0,1+,Small-Medium,None,Unfinished,one_story,2
full,375000,225250.0,2004.0,1+,Medium-Large,None,Unfinished,one_story,2
full,166000,185390.0,976.0,0,Small,None,Formal rec room,one_story,1
not_full,257900,179320.0,1260.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
not_full,257900,219230.0,1260.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
full,330000,144110.0,1546.0,1+,Medium,None,Unfinished,one_story,2
full,330000,144110.0,1546.0,1+,Medium,None,Unfinished,one_story,2
full,375000,364530.0,2494.0,1+,Large,None,Unfinished,one_story,2
not_full,200000,160470.0,1422.0,1+,Medium,None,Unfinished,one_story,1
full,270000,223990.0,1141.0,1+,Small,Full,Unfinished,one_story,1
not_full,360000,266980.0,1793.0,1+,Medium-Large,None,Unfinished,one_story,2
full,365000,273210.0,1761.0,1+,Medium,None,Unfinished,one_story,2
full,292500,176960.0,1821.0,0,Medium-Large,None,Unfinished,one_story,1
full,238000,215700.0,1090.0,0,Small,None,Unfinished,one_story,1
not_full,335000,206050.0,1751.0,1+,Medium,Partial,Formal rec room,over_one_story,2
not_full,335000,192190.0,1751.0,1+,Medium,Partial,Formal rec room,over_one_story,2
full,390000,251780.0,2152.0,1+,Medium-Large,None,Unfinished,one_story,2
full,265000,30940.0,1125.0,0,Small,None,Unfinished,one_story,1
full,296500,214080.0,1873.0,0,Medium-Large,None,Unfinished,one_story,2
full,286000,207960.0,1140.0,0,Small,Full,Unfinished,one_story,1
full,400000,174370.0,2000.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,265000,211930.0,1196.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
not_full,276500,237240.0,1545.0,1+,Medium,None,Formal rec room,over_one_story,1
not_full,276500,237240.0,1545.0,1+,Medium,None,Formal rec room,over_one_story,1
full,299000,255640.0,2332.0,0,Large,None,Unfinished,one_story,2
full,320000,291330.0,1670.0,1+,Medium,None,Unfinished,one_story,2
full,165100,125360.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
full,317000,235360.0,1755.0,1+,Medium,Partial,Unfinished,one_story,1
not_full,380000,290200.0,1639.0,1+,Medium,None,Formal rec room,over_one_story,2
full,305000,268840.0,1842.0,1+,Medium-Large,None,Unfinished,one_story,2
full,161000,155570.0,1686.0,1+,Medium,None,Unfinished,over_one_story,1
full,411500,350430.0,3157.0,1+,Large,None,Unfinished,one_story,3+
full,318000,265970.0,2560.0,1+,Large,None,Unfinished,one_story,1
not_full,280000,208840.0,1186.0,1+,Small,Partial,Formal rec room,one_story,2
not_full,325000,230010.0,1962.0,1+,Medium-Large,None,Unfinished,one_story,2
full,321000,235180.0,1565.0,0,Medium,None,Unfinished,one_story,1
not_full,419000,313260.0,2343.0,1+,Large,None,Unfinished,one_story,2
full,220000,229730.0,1600.0,0,Medium,None,Unfinished,one_story,1
full,450000,263450.0,2256.0,1+,Medium-Large,None,Unfinished,one_story,2
full,146000,125380.0,1257.0,0,Small-Medium,None,Unfinished,one_story,1
full,146000,110860.0,1257.0,0,Small-Medium,None,Unfinished,one_story,1
full,230000,125430.0,1338.0,1+,Small-Medium,None,Formal rec room,one_story,1
not_full,260000,205740.0,1156.0,0,Small,None,Formal rec room,one_story,2
full,161000,162620.0,1363.0,0,Small-Medium,None,Unfinished,one_story,2
not_full,254000,172960.0,945.0,0,Small,Full,Formal rec room,one_story,1
full,146000,63260.0,1027.0,0,Small,Partial,Unfinished,one_story,1
full,146000,90200.0,1027.0,0,Small,Partial,Unfinished,one_story,1
not_full,268250,280030.0,1672.0,1+,Medium,None,Formal rec room,over_one_story,2
not_full,268250,280030.0,1672.0,1+,Medium,None,Formal rec room,over_one_story,2
full,225000,87880.0,1707.0,1+,Medium,Full,Unfinished,over_one_story,2
full,315000,100370.0,1785.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,454000,195380.0,2061.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,187500,229720.0,1795.0,1+,Medium-Large,Partial,Unfinished,over_one_story,2
full,214000,178000.0,1094.0,1+,Small,None,Unfinished,one_story,1
not_full,190000,160430.0,1202.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,171000,135590.0,1300.0,0,Small-Medium,None,Formal rec room,one_story,1
