property_city,Estimate (Land),Estimate (Building),Type of Residence,Rooms,Bedrooms,Central Heating,Central Air,Fireplaces,Building Square Feet,Sale Price,Full Baths,Garage 1 Size,Age,Garage indicator,Tax Year,Basement,Basement Finish,Near Major Road,Construction Quality,Renovation,Repair Condition,Neighborhood Code,Roof Material,Other Heating,Attic Type,Attic Finish,Cathedral Ceiling,Site Desireability,Porch,Other Improvements,Large Lot
PALATINE,24890,165740,NA,NA,NA,NA,NA,NA,NA,240000,1,NA,16,NA,2018,NA,NA,1,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,3,NA,1
NORTHBROOK,10760,257430,NA,NA,NA,NA,NA,NA,NA,245000,NA,NA,38,NA,2019,NA,NA,0,NA,NA,NA,10,NA,NA,NA,0,NA,NA,3,NA,NA
DES PLAINES,14620,61480,NA,NA,NA,NA,NA,NA,NA,125000,1,NA,19,NA,2018,NA,NA,0,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,6230,41320,NA,NA,NA,NA,NA,NA,NA,67000,1,NA,41,NA,2018,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,6630,128820,NA,NA,NA,NA,NA,NA,NA,180000,1,NA,24,NA,2018,NA,NA,1,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,3,NA,1
GLENVIEW,58430,377640,2,8,4,1,1,0,2366,271000,2,3,59,1,2018,1,3,0,2,NA,2,85,1,5,3,NA,0,2,1,0,0
GLENVIEW,58430,377640,2,8,4,1,1,0,2366,271000,2,3,59,1,2018,1,3,0,2,NA,2,85,1,5,3,NA,0,2,1,0,0
GLENVIEW,58430,377640,2,8,4,1,1,1,2366,334900,2,3,62,1,2019,1,3,0,2,NA,2,85,1,5,3,0,0,2,1,0,NA
GLENVIEW,58430,377640,2,8,4,1,1,1,2366,334900,2,3,62,1,2019,1,3,0,2,NA,2,85,1,5,3,0,0,2,1,0,NA
GLENVIEW,21210,252210,NA,NA,NA,NA,NA,NA,NA,247000,1,NA,43,NA,2018,NA,NA,0,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,3,NA,0
MOUNT PROSPECT,50050,191230,1,7,4,1,1,0,1215,145000,1,3,54,1,2018,3,1,1,2,NA,2,10,1,5,2,3,0,2,3,0,0
MOUNT PROSPECT,50050,191230,1,7,4,1,1,0,1215,145000,1,3,54,1,2018,3,1,1,2,NA,2,10,1,5,2,3,0,2,3,0,0
MOUNT PROSPECT,50050,191230,1,7,4,1,1,1,1215,307000,1,3,57,1,2019,3,1,0,2,NA,2,10,1,5,2,3,0,2,3,0,NA
MOUNT PROSPECT,50050,191230,1,7,4,1,1,1,1215,307000,1,3,57,1,2019,3,1,0,2,NA,2,10,1,5,2,3,0,2,3,0,NA
SKOKIE,3780,91170,NA,NA,NA,NA,NA,NA,NA,123000,1,NA,42,NA,2018,NA,NA,1,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,3,NA,0
SKOKIE,3780,91170,NA,NA,NA,NA,NA,NA,NA,123000,1,NA,42,NA,2018,NA,NA,1,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,3,NA,0
HOFFMAN ESTATES,16830,193170,2,6,3,1,1,1,1582,270000,2,3,24,1,2018,2,3,1,2,NA,2,33,1,5,3,NA,1,2,3,0,0
HOFFMAN ESTATES,15370,187750,2,6,3,1,1,1,1582,270000,2,3,24,1,2018,2,3,1,2,NA,2,33,1,5,3,NA,1,2,3,0,0
PALATINE,7130,79500,NA,NA,NA,NA,NA,NA,NA,134000,1,NA,27,NA,2018,NA,NA,1,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,7130,79500,NA,NA,NA,NA,NA,NA,NA,134000,1,NA,27,NA,2018,NA,NA,1,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,7720,74700,NA,NA,NA,NA,NA,NA,NA,134000,1,NA,27,NA,2018,NA,NA,1,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,3,NA,1
EVANSTON,7480,132580,NA,NA,NA,NA,NA,NA,NA,145000,1,NA,85,NA,2018,NA,NA,1,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,3,NA,0
PALATINE,8220,50200,NA,NA,NA,NA,NA,NA,NA,89900,1,NA,25,NA,2018,NA,NA,1,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,8900,45610,NA,NA,NA,NA,NA,NA,NA,89900,1,NA,25,NA,2018,NA,NA,1,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,3,NA,1
MOUNT PROSPECT,3090,223190,NA,NA,NA,NA,NA,NA,NA,330000,1,NA,17,NA,2018,NA,NA,1,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,3,NA,1
GLENVIEW,153600,128470,2,9,4,1,1,2,6200,366000,3,3,39,1,2018,1,1,1,1,NA,1,100,4,5,3,NA,0,2,3,1500,0
PALATINE,7010,232990,2,5,2,1,1,1,2372,240000,2,3,9,1,2018,3,1,0,2,NA,2,70,1,5,3,NA,2,2,3,0,0
PALATINE,7010,232990,2,5,2,1,1,1,2372,240000,2,3,9,1,2018,3,1,0,2,NA,2,70,1,5,3,NA,2,2,3,0,0
NORTHBROOK,19300,58210,NA,NA,NA,NA,NA,NA,NA,143000,NA,NA,44,NA,2019,NA,NA,1,NA,NA,NA,270,NA,NA,NA,0,NA,NA,3,NA,NA
GLENVIEW,112690,486010,1,7,4,1,1,2,1820,725000,2,3,61,1,2018,3,3,0,1,NA,2,23,1,5,3,NA,0,2,3,0,0
PALATINE,19510,92310,NA,NA,NA,NA,NA,NA,NA,153000,1,NA,23,NA,2018,NA,NA,1,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,10550,98020,NA,NA,NA,NA,NA,NA,NA,128000,1,NA,33,NA,2018,NA,NA,0,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,11730,74830,NA,NA,NA,NA,NA,NA,NA,128000,1,NA,33,NA,2018,NA,NA,0,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,3,NA,1
MOUNT PROSPECT,34480,202510,1,6,3,1,1,1,1490,255000,1,2,61,1,2018,4,3,0,2,NA,2,80,1,5,1,3,2,2,3,0,0
MOUNT PROSPECT,39930,216450,1,6,3,1,1,1,1490,255000,1,2,61,1,2018,4,3,0,2,NA,2,80,1,5,1,3,2,2,3,0,0
DES PLAINES,52350,212810,4,6,3,1,1,2,1152,240500,1,3,60,1,2019,3,1,0,2,NA,2,93,1,5,3,0,2,2,3,0,NA
DES PLAINES,52350,153220,4,6,3,1,1,2,1152,240500,1,3,60,1,2019,3,1,0,2,NA,2,93,1,5,3,0,2,2,3,0,NA
SCHAUMBURG,28660,161890,2,7,3,1,1,1,1889,215000,3,3,40,1,2018,2,3,0,2,NA,2,107,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,33290,177090,2,7,3,1,1,1,1889,215000,3,3,40,1,2018,2,3,0,2,NA,2,107,1,5,3,NA,0,2,3,0,0
EVANSTON,9250,137170,NA,NA,NA,NA,NA,NA,NA,200000,1,NA,48,NA,2018,NA,NA,1,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,3,NA,0
SCHAUMBURG,21500,199780,2,6,3,1,1,1,1454,220000,2,3,29,1,2018,2,3,0,2,NA,2,74,1,5,3,NA,2,2,3,0,0
EVANSTON,7620,239180,NA,NA,NA,NA,NA,NA,NA,298000,1,NA,71,NA,2018,NA,NA,0,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,3,NA,0
EVANSTON,9150,213910,NA,NA,NA,NA,NA,NA,NA,298000,1,NA,71,NA,2018,NA,NA,0,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,3,NA,0
PALATINE,124010,460760,1,9,6,2,1,2,3639,680000,3,3,56,1,2018,1,1,0,2,NA,2,90,1,5,3,NA,2,2,1,0,0
PALATINE,12810,38620,NA,NA,NA,NA,NA,NA,NA,110000,NA,NA,42,NA,2019,NA,NA,0,NA,NA,NA,70,NA,NA,NA,0,NA,NA,3,NA,NA
PALATINE,13520,58310,NA,NA,NA,NA,NA,NA,NA,110000,NA,NA,42,NA,2019,NA,NA,0,NA,NA,NA,70,NA,NA,NA,0,NA,NA,3,NA,NA
SKOKIE,48530,282720,4,6,3,1,1,1,1562,325000,2,3,55,1,2018,3,1,1,2,NA,2,51,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,44640,56540,NA,NA,NA,NA,NA,NA,NA,149000,1,NA,37,NA,2018,NA,NA,1,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,3,NA,1
SKOKIE,7230,59590,NA,NA,NA,NA,NA,NA,NA,95000,1,NA,41,NA,2018,NA,NA,1,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,3,NA,1
EVANSTON,6160,72240,NA,NA,NA,NA,NA,NA,NA,102000,1,NA,57,NA,2018,NA,NA,0,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,3,NA,0
EVANSTON,9250,75840,NA,NA,NA,NA,NA,NA,NA,102000,1,NA,57,NA,2018,NA,NA,0,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,3,NA,0
HOFFMAN ESTATES,58650,210570,1,6,3,1,1,2,1253,261000,1,3,48,1,2019,3,3,0,2,NA,2,33,1,5,1,3,0,2,3,0,NA
EVANSTON,197560,591290,2,10,5,2,1,1,3875,912000,3,3,89,1,2018,1,1,1,2,NA,2,90,1,5,2,1,2,2,3,0,0
EVANSTON,20710,332000,NA,NA,NA,NA,NA,NA,NA,436000,1,NA,32,NA,2018,NA,NA,1,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,7060,138360,NA,NA,NA,NA,NA,NA,NA,187500,1,NA,19,NA,2018,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,29170,113380,NA,NA,NA,NA,NA,NA,NA,187500,1,NA,19,NA,2018,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,33500,250360,4,7,3,1,1,0,1183,260000,1,4,55,1,2018,3,1,0,2,NA,2,30,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,2810,89800,NA,NA,NA,NA,NA,NA,NA,130000,NA,NA,44,NA,2019,NA,NA,0,NA,NA,NA,31,NA,NA,NA,0,NA,NA,3,NA,NA
NORTHBROOK,84470,421020,1,8,4,1,1,1,2668,390000,2,3,41,1,2018,3,3,0,2,NA,2,52,1,5,3,NA,0,2,3,0,0
NORTHBROOK,84470,421020,1,8,4,1,1,1,2668,390000,2,3,41,1,2018,3,3,0,2,NA,2,52,1,5,3,NA,0,2,3,0,0
NORTHBROOK,84470,421020,1,8,4,1,1,2,2668,735000,2,3,44,1,2019,3,3,0,2,NA,2,52,1,5,3,0,0,2,3,0,NA
NORTHBROOK,84470,421020,1,8,4,1,1,2,2668,735000,2,3,44,1,2019,3,3,0,2,NA,2,52,1,5,3,0,0,2,3,0,NA
GLENVIEW,73780,200890,4,7,3,1,0,0,1233,387500,1,1,59,1,2018,3,1,0,2,NA,2,85,1,5,3,NA,0,2,3,0,0
EVANSTON,124870,590490,2,8,5,1,0,1,2828,649000,3,3,104,1,2018,1,3,1,2,NA,2,42,1,5,1,3,2,2,1,0,0
EVANSTON,124870,590490,2,8,5,1,0,1,2828,649000,3,3,104,1,2018,1,3,1,2,NA,2,42,1,5,1,3,2,2,1,0,0
HOFFMAN ESTATES,37530,172320,1,4,3,1,1,0,1200,336000,1,5,43,1,2018,2,3,0,2,NA,2,20,1,5,3,NA,2,2,3,0,0
HOFFMAN ESTATES,32530,208550,1,4,3,1,1,0,1200,336000,1,5,43,1,2018,2,3,0,2,NA,2,20,1,5,3,NA,2,2,3,0,0
SCHAUMBURG,47500,259550,2,8,4,1,1,1,1954,315000,2,3,33,1,2018,2,3,0,2,NA,2,114,1,5,3,NA,2,2,3,0,0
PALATINE,41520,280990,4,8,4,1,1,2,1950,326500,2,3,49,1,2019,3,1,0,2,NA,2,50,1,5,3,0,0,2,3,0,NA
PALATINE,75930,575350,2,8,3,1,1,1,3605,505000,2,3,22,1,2018,1,3,0,2,NA,2,110,1,5,3,NA,2,2,3,0,0
GLENVIEW,65000,219450,1,6,3,1,1,2,1512,560000,2,0,62,0,2019,2,3,1,2,NA,2,82,1,5,3,0,2,2,3,0,NA
EVANSTON,3140,235190,NA,NA,NA,NA,NA,NA,NA,260000,1,NA,13,NA,2018,NA,NA,0,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,3,NA,1
EVANSTON,2510,213870,NA,NA,NA,NA,NA,NA,NA,260000,1,NA,13,NA,2018,NA,NA,0,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,48760,265750,4,7,3,1,0,1,1478,260000,1,3,56,1,2019,3,1,0,2,NA,2,22,1,5,3,0,2,2,3,0,NA
GLENVIEW,114110,972520,2,8,4,1,1,2,4744,1020000,3,3,16,1,2019,1,3,0,2,NA,2,160,4,5,2,1,2,2,3,0,NA
GLENVIEW,114110,972520,2,8,4,1,1,2,4744,1020000,3,3,16,1,2019,1,3,0,2,NA,2,160,4,5,2,1,2,2,3,0,NA
SCHAUMBURG,11760,60170,NA,NA,NA,NA,NA,NA,NA,101000,1,NA,40,NA,2018,NA,NA,1,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,1800,132680,NA,NA,NA,NA,NA,NA,NA,190000,1,NA,7,NA,2018,NA,NA,0,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,3,NA,0
MOUNT PROSPECT,56000,276770,2,8,4,1,1,0,1941,355000,2,3,52,1,2018,3,3,0,2,NA,2,10,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,48120,229310,5,7,4,1,1,0,1768,387000,2,3,51,1,2018,3,1,0,2,NA,2,10,1,5,2,1,2,2,3,0,0
PALATINE,20040,217080,2,6,3,1,1,1,1571,290000,2,3,22,1,2018,1,3,0,2,NA,2,170,1,5,3,NA,0,2,3,0,0
PALATINE,22040,259600,2,6,3,1,1,1,1571,290000,2,3,22,1,2018,1,3,0,2,NA,2,170,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,57010,665990,2,10,5,1,1,1,4356,510000,3,2,25,1,2018,1,3,0,2,NA,2,10,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,29170,113380,NA,NA,NA,NA,NA,NA,NA,214000,NA,NA,22,NA,2019,NA,NA,1,NA,NA,NA,10,NA,NA,NA,0,NA,NA,3,NA,NA
EVANSTON,12320,70130,NA,NA,NA,NA,NA,NA,NA,132500,NA,NA,61,NA,2019,NA,NA,1,NA,NA,NA,112,NA,NA,NA,0,NA,NA,3,NA,NA
GLENVIEW,70660,221050,4,8,4,1,1,0,1392,278437,2,3,58,1,2018,3,1,0,2,NA,2,85,2,5,3,NA,0,2,3,0,0
SKOKIE,35510,248030,2,7,4,1,1,0,1707,315000,1,3,63,1,2018,1,1,0,2,NA,2,81,1,5,1,3,2,2,3,0,0
EVANSTON,68830,386320,2,6,3,2,0,1,1412,760000,2,3,89,1,2018,1,3,0,2,NA,2,42,5,5,3,NA,2,2,1,0,0
NORTHBROOK,228130,580110,2,11,5,1,1,2,4063,730000,3,3,65,1,2019,3,1,0,2,NA,2,190,1,5,2,3,2,2,3,0,NA
NORTHBROOK,205310,507870,2,11,5,1,1,2,4063,730000,3,3,65,1,2019,3,1,0,2,NA,2,190,1,5,2,3,2,2,3,0,NA
EVANSTON,31050,191440,2,6,3,1,1,0,1282,215000,1,0,59,0,2018,1,1,1,2,NA,2,220,1,5,2,3,0,2,3,0,0
PALATINE,45000,218640,1,8,4,1,1,0,1248,294000,2,3,55,1,2018,3,3,0,2,NA,2,70,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,53930,88070,NA,NA,NA,NA,NA,NA,NA,165000,1,NA,40,NA,2018,NA,NA,1,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,3,NA,0
SCHAUMBURG,55540,32130,NA,NA,NA,NA,NA,NA,NA,165000,1,NA,40,NA,2018,NA,NA,1,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,3,NA,0
DES PLAINES,46920,164520,1,6,3,1,0,0,1106,288000,1,1,60,1,2018,3,1,0,2,NA,2,180,1,5,2,3,0,2,3,0,0
MOUNT PROSPECT,46750,233370,1,4,3,1,0,1,1393,363000,2,1,58,1,2018,3,1,0,2,NA,2,100,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,44220,214370,1,6,3,1,0,2,1273,250000,1,1,72,1,2019,3,3,0,2,NA,2,70,1,5,3,0,0,2,3,0,NA
PALATINE,15180,45770,NA,NA,NA,NA,NA,NA,NA,120000,1,NA,39,NA,2018,NA,NA,0,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,70320,208080,1,8,4,1,1,1,2378,412500,2,4,66,1,2018,2,3,0,2,NA,2,91,1,2,2,3,2,2,1,0,1
HOFFMAN ESTATES,54360,192280,1,6,3,1,1,0,1296,280000,1,3,46,1,2018,2,3,0,2,NA,2,33,1,5,3,NA,2,2,3,0,0
EVANSTON,10260,193240,NA,NA,NA,NA,NA,NA,NA,260000,1,NA,87,NA,2018,NA,NA,0,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,3,NA,0
SCHAUMBURG,2930,106510,NA,NA,NA,NA,NA,NA,NA,141000,NA,NA,38,NA,2019,NA,NA,0,NA,NA,NA,72,NA,NA,NA,0,NA,NA,3,NA,NA
GLENVIEW,68930,630990,2,8,4,1,1,2,3022,875000,2,3,20,1,2019,1,1,0,2,NA,2,160,1,5,3,0,2,2,3,0,NA
SCHAUMBURG,17490,197870,2,6,3,1,1,2,1292,257500,2,3,33,1,2019,2,3,0,2,NA,2,74,1,5,3,0,2,2,3,0,NA
SCHAUMBURG,37630,218560,4,6,3,1,0,1,1268,295000,1,4,50,1,2019,3,1,0,2,NA,2,40,1,5,2,3,0,2,3,0,NA
SCHAUMBURG,37630,216840,4,6,3,1,0,1,1268,295000,1,4,50,1,2019,3,1,0,2,NA,2,40,1,5,2,3,0,2,3,0,NA
ARLINGTON HEIGHTS,44220,377640,2,7,4,1,0,2,1769,350000,1,1,63,1,2019,1,3,0,2,NA,2,52,1,5,3,0,0,2,3,0,NA
SKOKIE,39030,249030,4,6,3,1,1,0,1350,375000,1,3,53,1,2018,3,1,0,2,NA,2,81,1,5,3,NA,0,2,1,0,0
SKOKIE,39030,249700,4,6,3,1,1,0,1350,375000,1,3,53,1,2018,3,1,0,2,NA,2,81,1,5,3,NA,0,2,1,0,0
SCHAUMBURG,5410,0,2,6,3,1,1,0,2400,423000,2,3,4,1,2018,2,3,1,2,NA,2,20,1,5,3,NA,2,2,3,0,0
SCHAUMBURG,6240,444290,2,6,3,1,1,0,2400,423000,2,3,4,1,2018,2,3,1,2,NA,2,20,1,5,3,NA,2,2,3,0,0
PALATINE,64200,228520,4,8,4,1,0,1,1248,290000,2,3,53,1,2019,3,1,0,2,NA,2,70,1,5,3,0,0,2,3,0,NA
DES PLAINES,17080,161980,2,6,3,1,1,0,1550,225000,2,0,53,0,2018,2,3,0,2,NA,2,50,1,5,2,3,2,2,3,0,0
ARLINGTON HEIGHTS,44520,280290,2,6,3,1,1,1,1813,382500,2,3,48,1,2018,3,3,0,2,NA,2,10,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,48970,319790,2,6,3,1,1,1,1813,382500,2,3,48,1,2018,3,3,0,2,NA,2,10,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,6580,209410,NA,NA,NA,NA,NA,NA,NA,246600,NA,NA,28,NA,2019,NA,NA,0,NA,NA,NA,56,NA,NA,NA,0,NA,NA,3,NA,NA
ARLINGTON HEIGHTS,31300,160980,NA,NA,NA,NA,NA,NA,NA,246600,NA,NA,28,NA,2019,NA,NA,0,NA,NA,NA,56,NA,NA,NA,0,NA,NA,3,NA,NA
GLENVIEW,131560,708500,2,8,4,1,1,1,3342,925000,3,3,16,1,2018,1,3,0,2,NA,2,160,1,5,3,NA,1,2,3,0,0
GLENVIEW,131560,708500,2,8,4,1,1,1,3342,925000,3,3,16,1,2018,1,3,0,2,NA,2,160,1,5,3,NA,1,2,3,0,0
MOUNT PROSPECT,1250,78580,NA,NA,NA,NA,NA,NA,NA,84000,1,NA,38,NA,2018,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,3,NA,0
MOUNT PROSPECT,1310,73610,NA,NA,NA,NA,NA,NA,NA,84000,1,NA,38,NA,2018,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,3,NA,0
PALATINE,37600,250200,1,6,4,1,1,0,1521,316000,2,3,52,1,2018,3,1,0,2,NA,2,70,1,5,3,NA,0,2,3,0,0
PALATINE,37600,250200,1,6,4,1,1,0,1521,316000,2,3,52,1,2018,3,1,0,2,NA,2,70,1,5,3,NA,0,2,3,0,0
DES PLAINES,6580,206280,NA,NA,NA,NA,NA,NA,NA,342000,1,NA,8,NA,2018,NA,NA,1,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,3,NA,0
ARLINGTON HEIGHTS,58850,180780,1,6,3,1,0,0,940,260000,2,0,62,0,2018,3,3,0,2,NA,2,70,1,5,2,1,0,2,3,0,0
ARLINGTON HEIGHTS,58850,180780,1,6,3,1,0,0,940,260000,2,0,62,0,2018,3,3,0,2,NA,2,70,1,5,2,1,0,2,3,0,0
PALATINE,12540,57160,NA,NA,NA,NA,NA,NA,NA,105000,1,NA,38,NA,2018,NA,NA,0,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,5460,179930,NA,NA,NA,NA,NA,NA,NA,247000,1,NA,24,NA,2018,NA,NA,1,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,8790,53810,NA,NA,NA,NA,NA,NA,NA,90000,1,NA,44,NA,2018,NA,NA,0,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,41250,417640,2,8,4,1,1,2,3104,487500,2,3,22,1,2019,3,3,0,2,NA,2,31,1,5,3,0,1,2,3,0,NA
PALATINE,41100,204050,1,6,4,1,0,0,1420,288000,1,1,50,1,2018,4,3,0,2,NA,2,70,1,5,2,3,2,2,3,757,0
ARLINGTON HEIGHTS,60340,308140,2,8,4,1,1,2,2355,340500,2,3,38,1,2019,3,3,0,2,NA,2,11,1,5,3,0,0,2,3,0,NA
ARLINGTON HEIGHTS,60340,308140,2,8,4,1,1,2,2355,340500,2,3,38,1,2019,3,3,0,2,NA,2,11,1,5,3,0,0,2,3,0,NA
EVANSTON,7870,80870,NA,NA,NA,NA,NA,NA,NA,130000,1,NA,53,NA,2018,NA,NA,1,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,3,NA,0
ARLINGTON HEIGHTS,100220,530310,2,10,7,1,1,1,3622,585000,3,3,50,1,2018,1,3,0,2,NA,2,15,1,5,3,NA,2,2,3,0,0
PALATINE,28870,124530,1,5,2,1,1,1,1058,150000,1,1,30,1,2019,2,3,0,2,NA,2,50,1,5,3,0,2,2,3,0,NA
PALATINE,31610,120560,1,5,2,1,1,1,1058,150000,1,1,30,1,2019,2,3,0,2,NA,2,50,1,5,3,0,2,2,3,0,NA
PALATINE,31610,120560,1,5,2,1,1,1,1058,150000,1,1,30,1,2019,2,3,0,2,NA,2,50,1,5,3,0,2,2,3,0,NA
DES PLAINES,43120,200000,1,6,3,1,0,0,1496,284000,1,1,53,1,2018,1,3,0,2,NA,2,180,1,5,3,NA,0,2,3,0,0
DES PLAINES,4530,80040,NA,NA,NA,NA,NA,NA,NA,101125,1,NA,40,NA,2018,NA,NA,1,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,3,NA,0
MOUNT PROSPECT,45330,221170,4,7,3,1,1,0,1344,334300,1,2,52,1,2018,3,1,0,2,NA,2,10,1,5,3,NA,0,2,3,0,0
EVANSTON,48260,225710,1,5,3,1,0,0,1025,110000,1,0,59,0,2018,3,1,0,2,NA,2,112,1,5,3,NA,0,2,3,0,0
EVANSTON,11870,91880,NA,NA,NA,NA,NA,NA,NA,115000,1,NA,53,NA,2018,NA,NA,1,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,3,NA,0
SKOKIE,45660,492770,2,8,4,1,1,2,2783,665999,3,3,8,1,2018,1,1,0,2,NA,2,81,1,5,3,NA,1,2,3,0,0
SKOKIE,45660,411880,2,8,4,1,1,2,2783,665999,3,3,8,1,2018,1,1,0,2,NA,2,81,1,5,3,NA,1,2,3,0,0
SKOKIE,56160,289310,4,7,4,1,1,0,1657,490000,3,2,57,1,2018,3,1,0,2,NA,2,51,1,5,3,NA,2,2,3,0,0
MOUNT PROSPECT,22170,145580,2,5,3,1,1,0,1150,140000,1,0,54,0,2018,1,3,0,2,NA,2,80,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,18000,128250,2,5,2,1,1,0,1250,136500,1,0,44,0,2018,2,3,0,2,NA,2,105,1,5,3,NA,0,2,3,0,0
PALATINE,1240,27680,NA,NA,NA,NA,NA,NA,NA,74000,1,NA,32,NA,2018,NA,NA,0,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,3,NA,0
MOUNT PROSPECT,39930,219350,5,6,3,1,0,1,1255,394000,1,1,67,1,2018,1,3,0,2,NA,2,80,1,5,1,1,2,2,3,0,0
MOUNT PROSPECT,34480,163430,5,6,3,1,0,1,1255,394000,1,1,67,1,2018,1,3,0,2,NA,2,80,1,5,1,1,2,2,3,0,0
EVANSTON,4680,40570,NA,NA,NA,NA,NA,NA,NA,132941,1,NA,91,NA,2018,NA,NA,0,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,3,NA,0
MOUNT PROSPECT,42900,209660,1,7,3,1,0,0,1324,240000,1,3,47,1,2018,2,3,0,2,NA,2,12,1,5,3,NA,0,2,3,0,0
MOUNT PROSPECT,42900,209660,1,7,3,1,0,0,1324,240000,1,3,47,1,2018,2,3,0,2,NA,2,12,1,5,3,NA,0,2,3,0,0
GLENVIEW,5970,187770,NA,NA,NA,NA,NA,NA,NA,270000,1,NA,56,NA,2018,NA,NA,1,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,3,NA,0
ARLINGTON HEIGHTS,47850,318960,2,7,3,1,1,2,2155,443000,2,3,69,1,2019,3,3,0,2,NA,2,52,1,5,3,0,2,2,1,0,NA
DES PLAINES,45000,219530,4,6,3,1,1,0,1262,354900,1,4,58,1,2018,3,1,0,2,NA,2,31,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,135000,278280,2,8,4,1,1,1,2424,525000,2,3,28,1,2018,1,3,1,2,NA,2,116,1,5,3,NA,0,2,3,0,0
EVANSTON,67500,487260,5,8,4,2,0,0,3215,792000,2,3,96,1,2018,1,3,0,2,NA,2,80,1,5,1,1,2,2,3,0,0
SCHAUMBURG,37440,207700,4,5,3,1,1,0,1075,315000,2,3,48,1,2018,3,1,0,2,NA,2,40,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,7270,278500,2,6,3,1,1,1,1997,306000,2,3,12,1,2018,1,3,1,2,NA,2,30,1,5,3,NA,1,2,3,0,0
SCHAUMBURG,6990,101560,NA,NA,NA,NA,NA,NA,NA,155000,1,NA,44,NA,2018,NA,NA,1,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,3,NA,1
